listing_name,listing_description,listing_category,google_maps_url,phone,address,url
ไกรกุญแจ,กุญแจเชียงใหม่ กุญแจบ้านเชียงใหม่ กุญแจห้องเชียงใหม่ กุญแจสำนักงานเชียงใหม่ กุญแจเซฟเชียงใหม่ กุญแจตู้นิรภัยเชียงใหม่ กุญแจรถยนต์ ทุกชนิด กุญแจตู้เซฟเชียงใหม่ กุญแจดิจิตอล มาสเตอร์คีย์ รับเปิดกุญแจ รับซ่อมกุญแจทุกชนิด ติดตั้งกุญแจ ทุกชนิด เชียงใหม่,ช่างกุญแจ,,087-786-9215,134/1 ถนนรัตนโกสินทร์ ตำบลช้างม่อย อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่ 50300,https://www.yellowpages.co.th/profile/%E0%B9%84%E0%B8%81%E0%B8%A3%E0%B8%81%E0%B8%B8%E0%B8%8D%E0%B9%81%E0%B8%88-93OShDebQ
พาวเวอร์ คีย์ เซอร์วิส,,ช่างกุญแจ,,081-442-7257,708/36 ซอยจรัญสนิทวงศ์ 3 แขวงวัดท่าพระ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600,https://www.yellowpages.co.th/profile/%E0%B8%9E%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B8%84%E0%B8%B5%E0%B8%A2%E0%B9%8C-%E0%B9%80%E0%B8%8B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%AA-92fw9Ly0t
ร้าน ด๊อกเตอร์คีย์,รับทำกุญแจ,ช่างกุญแจ,,043-224-907,342/13 ถนนหน้าเมือง ตำบลในเมือง อำเภอเมืองขอนแก่น จังหวัดขอนแก่น 40000,https://www.yellowpages.co.th/profile/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-%E0%B8%94%E0%B9%8A%E0%B8%AD%E0%B8%81%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%84%E0%B8%B5%E0%B8%A2%E0%B9%8C-91i5ZYygl
ร้าน เด่นชัยพาณิชย์บริการ,รับทำ-ซ่อมกุญแจ / บริการทั้งในและนอกสถานที่,ช่างกุญแจ,,054-511-880,13/2 ซอย 1 ถนนเหมืองหิต ตำบลในเวียง อำเภอเมืองแพร่ จังหวัดแพร่ 54000,https://www.yellowpages.co.th/profile/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-%E0%B9%80%E0%B8%94%E0%B9%88%E0%B8%99%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%9E%E0%B8%B2%E0%B8%93%E0%B8%B4%E0%B8%8A%E0%B8%A2%E0%B9%8C%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3-2dsLlltK
ร้าน เจริญกิจการช่าง,รับทำกุญแจ,ช่างกุญแจ,,054-511-857,350 ถนนเจริญเมือง ตำบลในเวียง อำเภอเมืองแพร่ จังหวัดแพร่ 54000,https://www.yellowpages.co.th/profile/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87-2d7OjEEd
ช่างเน็ตกุญแจ,"รับทำกุญแจทุกชนิด เปิดบ้าน,รถ,ตู้เซฟ",ช่างกุญแจ,,080-633-8565,273/108 หมู่ 6 ซอยวีซี พัทยาใต้ ตำบลหนองปรือ อำเภอบางละมุง จังหวัดชลบุรี 20150,https://www.yellowpages.co.th/profile/%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%99%E0%B9%87%E0%B8%95%E0%B8%81%E0%B8%B8%E0%B8%8D%E0%B9%81%E0%B8%88-939JaRx5B
ร้าน เจริญสุวรรณกุญแจ,,ช่างกุญแจ,,02-523-8653,1/5 ซอยตรอกตลาดวัดเกาะ ถนนพหลโยธิน แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 11110,https://www.yellowpages.co.th/profile/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%81%E0%B8%B8%E0%B8%8D%E0%B9%81%E0%B8%88-8Ny9MWUSG
บริษัท บี อาร์ เซอร์วิส (4058) จำกัด,รับทำกุญแจและสำเนากุญแจทุกชนิด,ช่างกุญแจ,,081-004-6617,89/13 หมู่ 3 ตำบลเชิงเนิน อำเภอเมืองระยอง จังหวัดระยอง 21000,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%9A%E0%B8%B5-%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B9%8C-%E0%B9%80%E0%B8%8B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%AA-4058-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-93Yo2WqXm
ร้าน เอล็อกสมิธ,"จำหน่ายกุญแจระบบมาสเตอร์คีย์,บริการรับทำกุญแจนอกสถานที่",ขายปลีกกุญแจ,,02-734-9884,66/132 ซอย 77 ถนนนวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240,https://www.yellowpages.co.th/profile/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-%E0%B9%80%E0%B8%AD%E0%B8%A5%E0%B9%87%E0%B8%AD%E0%B8%81%E0%B8%AA%E0%B8%A1%E0%B8%B4%E0%B8%98-93lMRouVn
บริษัท โซเล็กซ์ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,ผู้ผลิตและขายส่งตู้เซฟกันไฟ กุญแจบ้านทุกชนิด กุญแจรถยนต์ทุกชนิด กุญแจมอเตอร์ไซค์ทุกชนิด กุญแจระบบมาสเตอร์คีย์สำหรับองค์กรขนาดใหญ่ กุญแจอิเลคทรอนิคต่าง ๆ กุญแจลายนิ้วมือ เครื่องมือต่าง ๆ,ขายส่งและผู้ผลิตกุญแจ,,02-897-3900-13,315/1-3 ซอยวัดจันทร์ใน ถนนเจริญกรุง แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%82%E0%B8%8B%E0%B9%80%E0%B8%A5%E0%B9%87%E0%B8%81%E0%B8%8B%E0%B9%8C-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%99%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B9%81%E0%B8%99%E0%B8%A5-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-1hFZeys6J
บริษัท โซเล็กซ์ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,ผู้ผลิตและขายส่งตู้เซฟกันไฟ กุญแจบ้านทุกชนิด กุญแจรถยนต์ทุกชนิด กุญแจมอเตอร์ไซค์ทุกชนิด กุญแจระบบมาสเตอร์คีย์สำหรับองค์กรขนาดใหญ่ กุญแจอิเลคทรอนิคต่าง ๆ กุญแจลายนิ้วมือ เครื่องมือต่าง ๆ,ขายส่งและผู้ผลิตกุญแจ,,"02-897-3914-6, 02-897-3921","โรงงาน 626, 628 ถนนบางขุนเทียน-ชายทะเล แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150",https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%82%E0%B8%8B%E0%B9%80%E0%B8%A5%E0%B9%87%E0%B8%81%E0%B8%8B%E0%B9%8C-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%99%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B9%81%E0%B8%99%E0%B8%A5-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-1hFZeys6K
บริษัท เกรทดีล จำกัด,นำเข้า+ส่งออกกุญแจ,ขายส่งและผู้ผลิตกุญแจ,,02-881-7151-60,620 ถนนบรมราชชนนี แขวงบางบำหรุ เขตบางพลัด กรุงเทพมหานคร 10700,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%97%E0%B8%94%E0%B8%B5%E0%B8%A5-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-1V3SKkzhU
บริษัท ไอ ซี โอ อิมปอร์ต-เอ็กซ์ปอร์ต จำกัด,"ลูกบิดประตู, กลอนประตู, ลูกกุญแจ, บานพับประตู",ขายส่งและผู้ผลิตกุญแจ,,"02-370-1334-6, 02-370-2728",2991/32 ซอย 101/3 ถนนลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%84%E0%B8%AD-%E0%B8%8B%E0%B8%B5-%E0%B9%82%E0%B8%AD-%E0%B8%AD%E0%B8%B4%E0%B8%A1%E0%B8%9B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%95-%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%81%E0%B8%8B%E0%B9%8C%E0%B8%9B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%95-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-8L4IN5Mg2
บริษัท เกรทดีล จำกัด,นำเข้า+ส่งออกกุญแจ,ขายส่งและผู้ผลิตกุญแจ,,02-881-8630-9,620 ถนนบรมราชชนนี แขวงบางบำหรุ เขตบางพลัด กรุงเทพมหานคร 10700,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%97%E0%B8%94%E0%B8%B5%E0%B8%A5-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-1V3SKkzhW
บริษัท ซอนนิก จำกัด,"จำหน่ายพร้อมออกแบบระบบกุญแจ ให้เป็นระบบมาสเตอร์คีย์ และทำตัว ลูกกุญแจไม่สามารถก๊อปปี้ได้ นอกจากนี้ยังมีกุญแจแบบคล้อง (PADLOCK) ยี่ห้อ ABUS จากประเทศเยอรมัน ใช้สำหรับล็อค มอเตอร์ไซค์, จักรยาน, ประตูบ้าน ฯลฯ",ขายส่งและผู้ผลิตกุญแจ,,"02-444-2277, 02-444-1977",347 ซอยพุทธมณฑลสาย 2 ซอย 7 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%8B%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B8%81-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-8VSwNLxif
บริษัท วี ที ซี เอ็นเตอร์ไพรส จำกัด,"กุญแจล็อคเกียร์,ล็อคบ้าน",ขายส่งและผู้ผลิตกุญแจ,,"02-245-4834-5, 02-248-3839",65/126-8 อาคารชำนาญเพ็ญชาติ บิสเนสเซ็นเตอร์ ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%A7%E0%B8%B5-%E0%B8%97%E0%B8%B5-%E0%B8%8B%E0%B8%B5-%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%9E%E0%B8%A3%E0%B8%AA-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-24XcAWNvZ
บริษัท ออนนิตี้ จำกัด,จำหน่ายกุญแจอิเล็คโทรนิคส์ คีย์การ์ด ตู้เซฟอิเล็คโทรนิคส์ โทรทัศน์วงจรปิด,ขายส่งและผู้ผลิตกุญแจ,,"02-374-6585, 02-374-6225",2220/12 ถนนรามคำแหง 36/1 แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B8%AD%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B8%95%E0%B8%B5%E0%B9%89-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-8RglcqMeT
บริษัท เทคโนเวนเจอร์ จำกัด,จำหน่ายระบบควบคุมการเข้าออก และรักษาความปลอดภัยสำหรับ ออฟฟิศ บ้าน อพาร์ทเม้นท์ ลิฟท์ ที่จอดรถ เช่น สัญญาณกันขโมย เครื่องสแกนลายนิ้วมือ คีย์การ์ด เป็นต้น,ขายส่งและผู้ผลิตกุญแจ,,02-712-6245,205/16 ถนนสุขุมวิท 55 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%80%E0%B8%97%E0%B8%84%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%A7%E0%B8%99%E0%B9%80%E0%B8%88%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-91ZtokhHf
บริษัท เกรทดีล จำกัด,นำเข้า+ส่งออกกุญแจ,ขายส่งและผู้ผลิตกุญแจ,,02-884-5420,136 ถนนบรมราชชนนี แขวงบางบำหรุ เขตบางพลัด กรุงเทพมหานคร 10700,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%97%E0%B8%94%E0%B8%B5%E0%B8%A5-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-1V3SKkzhV
บริษัท เทคโนเวนเจอร์ จำกัด,จำหน่ายระบบควบคุมการเข้าออก และรักษาความปลอดภัยสำหรับ ออฟฟิศ บ้าน อพาร์ทเม้นท์ ลิฟท์ ที่จอดรถ เช่น สัญญาณกันขโมย เครื่องสแกนลายนิ้วมือ คีย์การ์ด เป็นต้น,ขายส่งและผู้ผลิตกุญแจ,,"02-712-6246-7, 02-712-6225",205/16 ซอย 55 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.yellowpages.co.th/profile/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97-%E0%B9%80%E0%B8%97%E0%B8%84%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%A7%E0%B8%99%E0%B9%80%E0%B8%88%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94-91ZtokhHg
อิมโมบิไลเซอร์ เซอร์วิส,อิมโมบิไลเซอร์ เซอร์วิส รับทำกุญแจ รถยนต์ฝังชิบ และกุญแจรีโมท ในรถยนต์ ทุกรุ่น แม้กุญแจรถหาย รีเซท กล่องสมองกล ลงรหัสกุญแจ ชิพใหม่,ช่างกุญแจ 24 ชม.,,02-868-0901,228/2 ถนนเพชรเกษม 18-20 แขวงวัดท่าพระ เขตบางกอกใหญ่ กรุงเทพมหานคร 10600,https://www.yellowpages.co.th/profile/%E0%B8%AD%E0%B8%B4%E0%B8%A1%E0%B9%82%E0%B8%A1%E0%B8%9A%E0%B8%B4%E0%B9%84%E0%B8%A5%E0%B9%80%E0%B8%8B%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B9%80%E0%B8%8B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%AA-92re1SqAp
ร้านกุญแจพัทยา จอมเทียน,,ช่างกุญแจ 24 ชม.,,081-496-4955,366/71 หมู่ที่ 5 ตำบลนาเกลือ อำเภอบางละมุง จังหวัดชลบุรี 20150,https://www.yellowpages.co.th/profile/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%B8%E0%B8%8D%E0%B9%81%E0%B8%88%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2-%E0%B8%88%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%99-dUYWqS5WA
